Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Randomise questionnaire elements?,Question Key,Response
24,1644954863000,15/02/2022 19:54:23,1644954861730,1,15/02/2022 20:54:21,73265,15,questionnaire-w32a,,19475775,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,8-quantised,4
25,1644954863000,15/02/2022 19:54:23,1644954861730,1,15/02/2022 20:54:21,73265,15,questionnaire-w32a,,19475775,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,9-quantised,3
26,1644954863000,15/02/2022 19:54:23,1644954861730,1,15/02/2022 20:54:21,73265,15,questionnaire-w32a,,19475775,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,10-quantised,7
27,1644954863000,15/02/2022 19:54:23,1644954861730,1,15/02/2022 20:54:21,73265,15,questionnaire-w32a,,19475775,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,11-quantised,3
28,1644954863000,15/02/2022 19:54:23,1644954861730,1,15/02/2022 20:54:21,73265,15,questionnaire-w32a,,19475775,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,12-quantised,7
29,1644954863000,15/02/2022 19:54:23,1644954861730,1,15/02/2022 20:54:21,73265,15,questionnaire-w32a,,19475775,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,13-quantised,8
30,1644954863000,15/02/2022 19:54:23,1644954861730,1,15/02/2022 20:54:21,73265,15,questionnaire-w32a,,19475775,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,END QUESTIONNAIRE,170603
1,1645122762900,17/02/2022 18:32:42,1645122762764,1,17/02/2022 19:32:42,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,BEGIN QUESTIONNAIRE,
2,1645122831171,17/02/2022 18:33:51,1645122830912,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,0,8
3,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,1,7
4,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,2,7
5,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,3,7
6,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,4,7
7,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,5,6
8,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,6,7
9,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,7,6
10,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,8,6
11,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,9,8
12,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,10,5
13,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,11,6
14,1645122831251,17/02/2022 18:33:51,1645122830914,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,12,6
15,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,13,8
16,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,0-quantised,9
17,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,1-quantised,8
18,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,2-quantised,8
19,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,3-quantised,8
20,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,4-quantised,8
21,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,5-quantised,7
22,1645122831251,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,6-quantised,8
23,1645122831311,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,7-quantised,7
24,1645122831311,17/02/2022 18:33:51,1645122830915,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,8-quantised,7
25,1645122831311,17/02/2022 18:33:51,1645122830916,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,9-quantised,9
26,1645122831311,17/02/2022 18:33:51,1645122830916,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,10-quantised,6
27,1645122831311,17/02/2022 18:33:51,1645122830916,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,11-quantised,7
28,1645122831311,17/02/2022 18:33:51,1645122830916,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,12-quantised,7
29,1645122831311,17/02/2022 18:33:51,1645122830916,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,13-quantised,9
30,1645122831311,17/02/2022 18:33:51,1645122830916,1,17/02/2022 19:33:50,73265,15,questionnaire-w32a,,19547766,BLIND,5785034,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,END QUESTIONNAIRE,68152
1,1647789738296,20/03/2022 15:22:18,1647789738195,1,20/03/2022 16:22:18,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,BEGIN QUESTIONNAIRE,
2,1647789765755,20/03/2022 15:22:45,1647789765690,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,0,7
3,1647789765823,20/03/2022 15:22:45,1647789765692,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,1,2
4,1647789765823,20/03/2022 15:22:45,1647789765692,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,2,2
5,1647789765823,20/03/2022 15:22:45,1647789765692,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,3,2
6,1647789765823,20/03/2022 15:22:45,1647789765692,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,4,2
7,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,5,2
8,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,6,2
9,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,7,2
10,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,8,2
11,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,9,2
12,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,10,7
13,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,11,1
14,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,12,1
15,1647789765823,20/03/2022 15:22:45,1647789765693,1,20/03/2022 16:22:45,73265,15,questionnaire-w32a,,20578992,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,VAS-f-1,2,Part 1 completed,,Accuracy_level_1,No,13,1
